model,threshold,recall,precision,f1,f2,accuracy,fp,fn,tp,tn,total_alerts,true_positive_rate,false_positive_rate,specificity
xgboost,0.29,0.8382352941176471,0.6404494382022472,0.7261146496815287,0.7894736842105263,0.9785,32,11,57,1900,89,0.8382352941176471,0.016563146997929608,0.9834368530020704
xgboost,0.31,0.8382352941176471,0.6627906976744186,0.7402597402597402,0.7960893854748603,0.98,29,11,57,1903,86,0.8382352941176471,0.015010351966873706,0.9849896480331263
xgboost,0.33,0.8382352941176471,0.6785714285714286,0.7500000000000001,0.800561797752809,0.981,27,11,57,1905,84,0.8382352941176471,0.013975155279503106,0.9860248447204969
xgboost,0.35,0.8382352941176471,0.6785714285714286,0.7500000000000001,0.800561797752809,0.981,27,11,57,1905,84,0.8382352941176471,0.013975155279503106,0.9860248447204969
xgboost,0.37,0.8382352941176471,0.6785714285714286,0.7500000000000001,0.800561797752809,0.981,27,11,57,1905,84,0.8382352941176471,0.013975155279503106,0.9860248447204969
xgboost,0.39,0.8382352941176471,0.6867469879518072,0.7549668874172185,0.8028169014084507,0.9815,26,11,57,1906,83,0.8382352941176471,0.013457556935817806,0.9865424430641822
xgboost,0.41,0.8382352941176471,0.7037037037037037,0.7651006711409395,0.8073654390934845,0.9825,24,11,57,1908,81,0.8382352941176471,0.012422360248447204,0.9875776397515528
xgboost,0.43,0.8382352941176471,0.7307692307692307,0.7808219178082191,0.8142857142857143,0.984,21,11,57,1911,78,0.8382352941176471,0.010869565217391304,0.9891304347826086
xgboost,0.45,0.8382352941176471,0.7402597402597403,0.7862068965517242,0.8166189111747851,0.9845,20,11,57,1912,77,0.8382352941176471,0.010351966873706004,0.989648033126294
xgboost,0.47,0.8382352941176471,0.7402597402597403,0.7862068965517242,0.8166189111747851,0.9845,20,11,57,1912,77,0.8382352941176471,0.010351966873706004,0.989648033126294
xgboost,0.49,0.8382352941176471,0.75,0.7916666666666666,0.8189655172413793,0.985,19,11,57,1913,76,0.8382352941176471,0.009834368530020704,0.9901656314699793
xgboost,0.51,0.8235294117647058,0.7671232876712328,0.7943262411347518,0.8115942028985508,0.9855,17,12,56,1915,73,0.8235294117647058,0.008799171842650104,0.9912008281573499
xgboost,0.53,0.8235294117647058,0.7777777777777778,0.7999999999999999,0.813953488372093,0.986,16,12,56,1916,72,0.8235294117647058,0.008281573498964804,0.9917184265010351
xgboost,0.55,0.8235294117647058,0.7887323943661971,0.8057553956834531,0.8163265306122449,0.9865,15,12,56,1917,71,0.8235294117647058,0.007763975155279503,0.9922360248447205
xgboost,0.57,0.8235294117647058,0.8,0.8115942028985507,0.8187134502923976,0.987,14,12,56,1918,70,0.8235294117647058,0.007246376811594203,0.9927536231884058
xgboost,0.59,0.8235294117647058,0.8115942028985508,0.8175182481751825,0.8211143695014663,0.9875,13,12,56,1919,69,0.8235294117647058,0.006728778467908903,0.9932712215320911
xgboost,0.61,0.8235294117647058,0.8115942028985508,0.8175182481751825,0.8211143695014663,0.9875,13,12,56,1919,69,0.8235294117647058,0.006728778467908903,0.9932712215320911
xgboost,0.63,0.8235294117647058,0.8115942028985508,0.8175182481751825,0.8211143695014663,0.9875,13,12,56,1919,69,0.8235294117647058,0.006728778467908903,0.9932712215320911
xgboost,0.65,0.8088235294117647,0.8208955223880597,0.8148148148148148,0.8112094395280236,0.9875,12,13,55,1920,67,0.8088235294117647,0.006211180124223602,0.9937888198757764
xgboost,0.67,0.8088235294117647,0.8208955223880597,0.8148148148148148,0.8112094395280236,0.9875,12,13,55,1920,67,0.8088235294117647,0.006211180124223602,0.9937888198757764
xgboost,0.69,0.8088235294117647,0.8208955223880597,0.8148148148148148,0.8112094395280236,0.9875,12,13,55,1920,67,0.8088235294117647,0.006211180124223602,0.9937888198757764
xgboost,0.71,0.8088235294117647,0.8208955223880597,0.8148148148148148,0.8112094395280236,0.9875,12,13,55,1920,67,0.8088235294117647,0.006211180124223602,0.9937888198757764
xgboost,0.73,0.8088235294117647,0.8333333333333334,0.8208955223880597,0.8136094674556213,0.988,11,13,55,1921,66,0.8088235294117647,0.005693581780538302,0.9943064182194618
